Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Date,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Tot_Mins
PF,26,56.0,0,14.7,2.6,5.5,0.47100000000000003,0.7,2.0,0.36,1.9,3.5,0.536,0.537,0.9,1.2,0.785,0.6,3.0,3.6,0.4,0.2,0.4,0.7,1.2,6.9,2016,14.8,0.5670000000000001,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,0.8,0.8,1.6,0.092,0.0,-1.1,-1.1,0.2,2.380593,823.1999999999999
C,30,29.0,2,21.9,1.8,4.6,0.38299999999999995,0.0,0.0,0.0,1.8,4.6,0.386,0.38299999999999995,0.8,1.6,0.489,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,4.3,2016,14.1,0.406,0.008,0.33799999999999997,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,0.0,1.1,1.1,0.079,-1.5,3.1,1.6,0.6,13.4,635.0999999999999
C,21,67.0,62,29.3,4.6,8.8,0.521,0.0,0.0,0.5,4.6,8.7,0.521,0.522,2.0,3.4,0.59,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1,2016,16.2,0.544,0.003,0.387,8.2,22.2,15.0,10.5,2.9,3.9,18.7,18.8,0.3,2.8,3.0,0.07400000000000001,-1.7,1.5,-0.2,0.9,3.4578,1963.1000000000001
C,23,29.0,1,7.8,1.0,1.5,0.636,0.0,0.1,0.33299999999999996,0.9,1.4,0.659,0.648,0.3,0.5,0.5329999999999999,0.6,1.0,1.6,0.2,0.4,0.4,0.4,1.0,2.2,2016,15.6,0.642,0.068,0.341,9.3,14.0,11.7,4.9,2.8,4.4,17.9,12.4,0.3,0.4,0.7,0.154,-1.7,1.7,0.0,0.1,1.842,226.2
PF,32,10.0,0,4.4,0.8,1.8,0.444,0.7,1.5,0.467,0.1,0.3,0.33299999999999996,0.639,0.1,0.1,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.3,2.4,2016,14.4,0.6509999999999999,0.833,0.055999999999999994,0.0,12.0,6.2,0.0,0.0,0.0,5.1,19.2,0.1,0.0,0.1,0.121,3.5,-2.4,1.2,0.0,0.295327,44.0
PF,37,75.0,75,31.5,6.6,14.8,0.44799999999999995,1.7,4.6,0.368,5.0,10.3,0.483,0.504,3.3,3.7,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3,2016,19.0,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,4.2,2.6,6.8,0.138,2.4,0.1,2.5,2.7,8.333334,2362.5
C,21,32.0,3,17.1,3.2,7.6,0.41700000000000004,0.0,0.1,0.0,3.2,7.5,0.423,0.41700000000000004,1.9,3.1,0.616,2.0,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2,2016,16.0,0.46,0.012,0.409,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,-0.5,0.9,0.4,0.031,-3.6,0.7,-2.9,-0.1,1.842,547.2
SF,23,2.0,0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,2016,1.3,0.0,0.0,0.0,0.0,19.4,9.7,0.0,8.8,0.0,0.0,7.7,0.0,0.0,0.0,-0.027999999999999997,-11.5,5.3,-6.2,0.0,0.525093,6.0
PF,25,65.0,1,11.8,2.0,4.2,0.47600000000000003,0.1,0.3,0.22699999999999998,1.9,3.8,0.498,0.485,0.7,0.9,0.767,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,4.8,2016,17.5,0.52,0.081,0.221,11.0,24.5,17.9,15.9,1.3,4.9,17.0,21.2,0.5,1.2,1.6,0.10300000000000001,-1.0,1.4,0.4,0.5,3.75,767.0
C,20,53.0,48,30.0,7.5,14.7,0.508,0.0,0.1,0.16699999999999998,7.5,14.6,0.511,0.509,2.5,3.7,0.6859999999999999,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,17.5,2016,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037000000000000005,-0.5,-1.8,-2.3,-0.1,4.58268,1590.0
SG,23,72.0,52,33.0,5.9,13.5,0.43799999999999994,1.4,3.9,0.348,4.5,9.6,0.475,0.489,2.8,3.4,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16.0,2016,16.7,0.534,0.29100000000000004,0.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,2.2,2.7,4.9,0.099,0.9,0.9,1.7,2.3,5.19252,2376.0
C,24,69.0,8,20.2,3.7,8.1,0.455,1.2,3.0,0.405,2.4,5.0,0.486,0.531,1.4,1.9,0.75,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,10.0,2016,16.3,0.561,0.37799999999999995,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,2.1,2.0,4.1,0.141,1.2,0.8,1.9,1.4,2.16516,1393.8
SF,20,63.0,9,10.7,1.4,3.3,0.42700000000000005,0.4,1.3,0.316,1.0,2.1,0.49200000000000005,0.486,0.5,0.8,0.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7,2016,8.2,0.507,0.374,0.23199999999999998,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,-0.3,0.7,0.4,0.031,-4.6,-0.5,-5.1,-0.5,1.92024,674.0999999999999
C,31,76.0,69,26.4,2.9,6.2,0.466,0.0,0.0,0.0,2.9,6.1,0.469,0.466,2.8,3.6,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6,2016,16.2,0.55,0.006,0.5870000000000001,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,3.4,2.7,6.0,0.145,-0.3,0.1,-0.2,0.9,5.2,2006.3999999999999
SF,25,26.0,6,11.3,0.9,2.5,0.364,0.4,1.2,0.313,0.5,1.3,0.41200000000000003,0.439,0.3,0.5,0.643,0.3,1.2,1.5,0.6,0.5,0.2,0.8,0.9,2.6,2016,6.0,0.46399999999999997,0.485,0.212,3.0,12.3,7.5,7.8,2.2,1.4,22.5,13.9,-0.4,0.2,-0.1,-0.022000000000000002,-4.7,0.2,-4.5,-0.2,0.800321,293.8
PF,20,76.0,72,31.7,5.8,11.8,0.493,0.1,0.5,0.257,5.7,11.4,0.502,0.498,2.3,3.0,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2.0,14.1,2016,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,2.4,1.2,3.6,0.07200000000000001,-0.4,-1.6,-2.0,0.0,5.15244,2409.2
PG,33,72.0,72,27.5,4.9,9.9,0.493,0.4,0.9,0.415,4.5,9.0,0.501,0.512,1.8,2.4,0.76,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,11.9,2016,16.2,0.546,0.092,0.24100000000000002,1.0,8.8,5.1,29.1,1.4,0.4,14.3,21.2,2.9,2.9,5.8,0.142,0.2,0.2,0.4,1.2,13.4375,1980.0
SF,27,61.0,51,29.5,5.2,10.7,0.49200000000000005,1.7,4.1,0.414,3.5,6.6,0.54,0.5710000000000001,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7,2016,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16.0,1.3,1.0,11.8,20.5,2.6,1.6,4.3,0.114,1.8,0.2,2.0,1.8,15.3615,1799.5
SG,24,35.0,0,11.3,0.8,2.3,0.35,0.3,1.4,0.245,0.5,0.9,0.516,0.425,0.5,0.6,0.727,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.4,2016,5.1,0.46799999999999997,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-5.4,0.3,-5.1,-0.3,0.525093,395.5
PF,26,79.0,0,25.6,2.6,6.2,0.414,1.3,3.7,0.36200000000000004,1.2,2.5,0.49,0.521,0.4,0.4,0.853,1.0,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9,2016,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,1.6,2.0,3.6,0.086,-0.1,0.0,-0.1,1.0,6.268675,2022.4
PG,30,74.0,74,32.7,7.0,15.1,0.462,1.6,4.4,0.371,5.3,10.6,0.501,0.517,4.0,4.4,0.8959999999999999,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5,2016,26.2,0.575,0.295,0.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,9.2,3.5,12.7,0.253,5.9,2.0,7.9,6.0,21.468695,2419.8
PF,24,52.0,2,9.3,1.0,2.8,0.366,0.2,0.6,0.281,0.8,2.2,0.389,0.397,0.3,0.5,0.654,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,2.5,2016,5.6,0.42200000000000004,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-6.1,-0.2,-6.2,-0.5,1.93884,483.6
PG,21,57.0,1,12.2,2.0,4.9,0.41,0.6,1.9,0.324,1.4,2.9,0.467,0.475,0.3,0.4,0.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5.0,2016,12.9,0.49,0.39899999999999997,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.09300000000000001,-1.3,0.6,-0.7,0.2,2.02152,695.4
PG,21,73.0,69,29.4,4.4,10.0,0.436,0.4,1.3,0.326,3.9,8.7,0.451,0.456,1.5,2.6,0.589,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,10.7,2016,13.9,0.478,0.126,0.26,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,0.5,1.7,2.2,0.05,-0.7,-0.6,-1.2,0.4,2.50572,2146.2
C,30,12.0,3,13.0,1.6,4.2,0.38,0.0,0.0,0.0,1.6,4.2,0.38,0.38,1.3,1.7,0.8,0.6,1.2,1.8,0.9,0.1,0.0,0.8,1.8,4.5,2016,6.5,0.45899999999999996,0.0,0.4,5.3,10.3,7.8,10.7,0.3,0.0,13.3,19.5,-0.1,0.0,-0.1,-0.022000000000000002,-5.1,-2.8,-7.9,-0.2,12.1,156.0
C,31,37.0,5,14.6,1.1,2.0,0.5329999999999999,0.0,0.0,0.0,1.1,2.0,0.5329999999999999,0.5329999999999999,0.3,0.7,0.44,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5,2016,6.0,0.529,0.0,0.33299999999999996,4.9,21.8,13.1,7.9,1.0,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.006999999999999999,-5.2,0.2,-5.0,-0.4,0.947276,540.1999999999999
SF,38,68.0,38,18.1,2.1,5.8,0.363,1.1,3.6,0.31,1.0,2.3,0.445,0.457,0.8,1.0,0.818,0.2,2.6,2.7,1.0,0.5,0.3,0.9,1.9,6.1,2016,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12.0,17.8,-0.6,1.4,0.9,0.033,-3.0,-0.3,-3.3,-0.4,3.376,1230.8000000000002
C,25,82.0,82,25.4,3.3,6.3,0.516,0.0,0.0,0.0,3.3,6.3,0.52,0.516,2.6,4.1,0.642,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,9.1,2016,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,3.4,2.7,6.1,0.14,0.0,1.6,1.5,1.9,1.41552,2082.7999999999997
C,27,61.0,14,14.3,2.3,3.8,0.601,0.0,0.0,0.0,2.3,3.8,0.601,0.601,0.6,1.0,0.5760000000000001,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1,2016,17.4,0.606,0.0,0.253,12.5,18.0,15.2,2.9,1.2,4.9,13.4,15.5,1.4,0.8,2.2,0.124,-0.2,-1.3,-1.5,0.1,2.109294,872.3000000000001
PF,20,62.0,4,17.8,3.0,7.0,0.42700000000000005,0.3,0.8,0.308,2.7,6.2,0.44299999999999995,0.445,0.8,1.1,0.727,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0,2016,13.8,0.469,0.11900000000000001,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,1.39116,1103.6000000000001
PF,20,72.0,72,28.4,5.2,12.3,0.42100000000000004,1.1,3.4,0.33299999999999996,4.1,8.9,0.45399999999999996,0.467,2.8,3.3,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3,2016,17.7,0.518,0.27399999999999997,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,4.13172,2044.8
PF,24,69.0,2,14.4,2.1,4.3,0.493,0.0,0.2,0.125,2.1,4.1,0.514,0.49700000000000005,1.5,2.1,0.7390000000000001,1.2,2.7,4.0,0.6,0.5,0.3,0.6,1.7,5.8,2016,16.8,0.557,0.054000000000000006,0.48,9.3,20.9,15.1,7.2,1.8,2.0,10.0,18.4,1.8,1.3,3.1,0.151,-0.6,0.7,0.1,0.5,0.845059,993.6
SG,22,49.0,24,14.8,2.0,4.7,0.424,0.7,1.8,0.40399999999999997,1.2,2.9,0.436,0.502,0.9,1.1,0.8109999999999999,0.3,1.9,2.3,1.0,0.6,0.2,0.7,1.2,5.6,2016,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3,0.65,725.2
PG,24,23.0,0,12.3,1.3,3.4,0.385,0.2,0.8,0.222,1.1,2.6,0.433,0.41,0.6,1.1,0.52,0.1,1.2,1.3,3.3,0.8,0.2,1.4,1.2,3.3,2016,10.6,0.433,0.231,0.321,1.1,11.1,6.0,40.7,3.1,1.1,27.0,18.7,-0.4,0.3,-0.1,-0.017,-3.3,0.1,-3.2,-0.1,0.055722,282.90000000000003
PG,32,62.0,18,19.5,1.9,4.9,0.384,1.1,3.2,0.34700000000000003,0.8,1.7,0.45299999999999996,0.49700000000000005,0.5,0.7,0.7559999999999999,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3,2016,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3.0,0.9,17.9,13.7,0.4,1.0,1.4,0.055999999999999994,-3.2,1.4,-1.8,0.1,0.947276,1209.0
PG,38,59.0,3,13.9,0.9,2.5,0.374,0.5,1.6,0.295,0.5,0.9,0.519,0.469,0.1,0.1,0.875,0.6,1.3,1.9,2.2,0.9,0.0,0.8,1.4,2.5,2016,10.2,0.48200000000000004,0.6459999999999999,0.054000000000000006,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,0.3,1.1,1.5,0.087,-2.5,2.1,-0.4,0.3,0.947726,820.1
SF,35,77.0,44,19.0,1.3,3.0,0.445,0.1,0.3,0.174,1.3,2.7,0.47600000000000003,0.45399999999999996,0.2,0.2,0.684,0.4,1.5,1.9,0.9,0.5,0.2,0.4,0.8,2.9,2016,6.3,0.466,0.1,0.083,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.013999999999999999,-2.9,-0.1,-3.0,-0.4,0.947276,1463.0
PF,21,81.0,60,28.2,4.4,10.3,0.429,0.1,0.4,0.278,4.3,9.9,0.436,0.435,2.4,3.3,0.715,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3.0,11.3,2016,13.9,0.48200000000000004,0.043,0.32299999999999995,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,-0.3,1.9,1.6,0.035,-1.9,-1.3,-3.2,-0.7,3.13224,2284.2
PF,34,68.0,53,29.6,6.3,13.3,0.475,0.1,0.4,0.231,6.3,13.0,0.48200000000000004,0.479,2.5,3.2,0.7959999999999999,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,15.3,2016,18.3,0.519,0.028999999999999998,0.23800000000000002,9.7,20.7,15.0,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.10300000000000001,1.4,-1.7,-0.3,0.9,9.638555,2012.8000000000002
C,25,39.0,2,10.9,1.9,3.4,0.5710000000000001,0.0,0.0,0.0,1.9,3.4,0.5710000000000001,0.5710000000000001,0.8,1.4,0.545,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,4.7,2016,19.2,0.579,0.0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,0.9,0.3,1.2,0.134,0.4,-0.9,-0.5,0.2,0.947276,425.1
SG,22,52.0,2,21.3,2.4,5.2,0.452,1.0,2.2,0.461,1.3,3.0,0.446,0.55,0.8,1.2,0.667,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6,2016,11.4,0.569,0.423,0.23199999999999998,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,-1.1,0.7,-0.4,0.5,0.525093,1107.6000000000001
SG,23,67.0,7,21.9,3.4,7.7,0.43799999999999994,0.9,2.8,0.335,2.4,4.9,0.495,0.498,1.2,1.7,0.6809999999999999,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2.0,8.9,2016,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,0.6,1.3,1.9,0.063,-2.2,-0.5,-2.7,-0.2,3.110796,1467.3
SG,24,70.0,70,22.2,1.9,3.9,0.496,0.5,1.5,0.311,1.5,2.4,0.608,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8,2016,10.2,0.5660000000000001,0.376,0.19699999999999998,5.9,11.4,8.8,4.0,1.7,2.0,10.5,9.1,1.8,1.6,3.4,0.105,-0.7,1.3,0.5,1.0,1.2108,1554.0
PG,30,51.0,0,9.2,1.5,3.2,0.44799999999999995,0.3,0.8,0.35700000000000004,1.2,2.4,0.48,0.494,0.8,0.9,0.894,0.1,0.7,0.8,1.1,0.2,0.0,0.5,0.7,4.0,2016,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11.0,19.8,0.7,0.3,1.0,0.105,-0.9,-0.7,-1.6,0.0,2.85494,469.2
SF,22,45.0,4,11.3,1.4,3.4,0.43,0.3,0.8,0.37799999999999995,1.1,2.5,0.447,0.47700000000000004,0.6,0.9,0.6920000000000001,0.3,1.2,1.5,0.6,0.4,0.2,0.4,0.5,3.8,2016,11.4,0.508,0.245,0.258,2.6,12.0,7.3,7.7,1.7,1.4,9.7,16.1,0.2,0.6,0.8,0.078,-1.6,0.5,-1.1,0.1,1.1,508.50000000000006
PG,31,2.0,1,11.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.5,0.0,2016,2.6,0.0,1.0,0.0,0.0,0.0,0.0,21.8,2.2,0.0,0.0,1.9,0.0,0.0,0.0,0.038,-6.6,2.0,-4.6,0.0,0.947276,23.0
PF,24,71.0,7,12.9,1.8,4.1,0.447,0.0,0.0,0.0,1.8,4.1,0.44799999999999995,0.447,0.7,1.5,0.431,1.9,3.1,5.1,0.6,0.5,0.5,1.0,1.6,4.3,2016,14.5,0.45299999999999996,0.003,0.375,16.4,27.8,22.0,7.7,2.1,3.2,16.9,19.8,-0.5,1.1,0.6,0.033,-2.7,-1.1,-3.8,-0.4,0.981348,915.9
PG,29,72.0,72,35.2,4.9,10.9,0.45399999999999996,0.9,2.4,0.365,4.1,8.5,0.479,0.494,1.2,2.1,0.58,1.1,5.0,6.0,11.7,2.0,0.1,3.9,2.4,11.9,2016,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48.0,2.7,0.3,24.7,18.8,2.3,2.3,4.6,0.087,1.0,0.0,1.0,1.9,9.5,2534.4
PG,27,66.0,66,31.8,6.8,15.9,0.42700000000000005,0.7,2.3,0.293,6.1,13.6,0.449,0.44799999999999995,2.2,2.7,0.7929999999999999,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4,2016,13.4,0.479,0.14300000000000002,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009000000000000001,-0.6,-1.9,-2.5,-0.3,20.093064,2098.8
SF,24,73.0,7,23.9,3.7,8.6,0.431,1.8,4.6,0.386,1.9,3.9,0.484,0.536,0.7,0.8,0.79,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,9.9,2016,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,0.6,-0.3,0.3,1.0,3.553917,1744.6999999999998
PG,21,39.0,0,8.0,0.7,2.7,0.27399999999999997,0.2,0.7,0.222,0.6,2.0,0.29100000000000004,0.302,0.2,0.3,0.8,0.6,1.0,1.6,0.9,0.2,0.0,0.5,0.6,1.8,2016,5.0,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-4.7,-1.4,-6.1,-0.3,1.82436,312.0
PG,25,76.0,76,30.6,2.9,7.7,0.374,0.8,2.5,0.326,2.1,5.2,0.396,0.42700000000000005,3.5,4.1,0.847,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,10.1,2016,17.6,0.529,0.324,0.536,2.0,14.1,8.2,41.4,3.5,0.4,21.0,17.7,3.6,2.2,5.8,0.11900000000000001,1.0,0.8,1.8,2.3,12.7,2325.6
SF,29,33.0,0,8.4,0.8,1.9,0.40299999999999997,0.5,1.5,0.34,0.2,0.4,0.667,0.54,0.2,0.2,1.0,0.2,0.5,0.6,0.3,0.1,0.0,0.4,1.0,2.3,2016,5.5,0.5720000000000001,0.8059999999999999,0.129,2.1,6.2,4.2,5.8,0.5,0.3,16.6,12.7,0.1,0.0,0.1,0.009000000000000001,-2.7,-2.1,-4.8,-0.2,1.1495,277.2
SG,30,72.0,25,14.7,1.5,3.6,0.42700000000000005,0.9,2.2,0.414,0.6,1.4,0.447,0.552,0.3,0.4,0.643,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,4.2,2016,10.1,0.56,0.604,0.10800000000000001,2.3,15.4,9.2,7.0,0.9,1.6,10.8,12.5,0.8,1.2,2.0,0.09,-0.6,-0.2,-0.8,0.3,1.270964,1058.3999999999999
PG,19,80.0,48,28.2,4.9,12.0,0.41,1.6,4.6,0.35100000000000003,3.3,7.3,0.447,0.478,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2,2016,13.2,0.507,0.387,0.19899999999999998,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0.0,0.001,-0.7,-1.6,-2.3,-0.1,5.10312,2256.0
C,26,25.0,1,12.8,1.2,3.0,0.413,0.0,0.0,0.0,1.2,3.0,0.413,0.413,1.0,1.5,0.6579999999999999,1.3,1.6,2.9,0.6,0.2,0.4,0.5,1.7,3.5,2016,10.4,0.474,0.0,0.507,10.4,13.9,12.1,6.9,0.6,2.5,11.6,14.3,0.2,0.1,0.3,0.04,-3.3,-1.3,-4.6,-0.2,0.981348,320.0
SF,22,73.0,40,15.9,1.9,4.3,0.442,0.2,0.9,0.222,1.7,3.5,0.496,0.46399999999999997,1.1,1.7,0.6559999999999999,0.6,2.0,2.6,0.6,0.3,0.5,1.0,1.9,5.1,2016,8.3,0.504,0.19899999999999998,0.385,4.2,14.0,9.0,6.2,1.0,2.2,15.9,16.6,-0.5,0.6,0.1,0.006,-4.5,-1.0,-5.4,-1.0,0.258489,1160.7
PG,22,80.0,6,20.3,4.1,9.8,0.42100000000000004,1.0,3.0,0.322,3.2,6.8,0.465,0.47100000000000003,1.8,2.3,0.7909999999999999,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,11.0,2016,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,-0.2,2.3,2.2,0.064,-0.3,-0.4,-0.8,0.5,1.7634,1624.0
PF,35,76.0,76,21.5,3.5,7.9,0.45,0.9,2.1,0.40399999999999997,2.7,5.8,0.467,0.504,0.8,1.1,0.726,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,8.7,2016,13.6,0.523,0.26899999999999996,0.14,6.0,19.0,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.098,-0.8,-0.3,-1.1,0.4,2.9,1634.0
PF,27,75.0,0,15.3,2.3,5.0,0.46799999999999997,0.8,2.1,0.392,1.5,2.9,0.523,0.551,0.7,0.8,0.794,0.7,2.0,2.7,1.0,0.3,0.2,0.6,1.4,6.2,2016,14.0,0.575,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,1.7,1.5,3.2,0.132,-0.1,0.0,-0.1,0.6,3.333333,1147.5
SF,31,75.0,11,23.4,2.5,5.0,0.505,0.6,1.7,0.33899999999999997,1.9,3.3,0.589,0.562,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4,2016,12.4,0.578,0.33299999999999996,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.5,2.3,0.8,1.3,4.0,1755.0
C,26,48.0,0,11.0,1.8,4.3,0.41,0.0,0.0,0.0,1.8,4.2,0.414,0.41,0.4,0.5,0.826,0.6,2.0,2.6,1.0,0.2,0.8,0.9,1.4,3.9,2016,10.8,0.435,0.01,0.11199999999999999,6.5,19.5,13.1,14.8,0.8,5.2,16.7,22.2,-0.8,0.7,-0.2,-0.015,-4.4,0.6,-3.8,-0.2,2.814,528.0
PG,29,82.0,5,20.3,3.4,7.2,0.473,0.4,1.4,0.324,3.0,5.9,0.507,0.503,2.6,3.5,0.7559999999999999,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9,2016,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22.0,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,0.2,-0.5,-0.3,0.7,2.170465,1664.6000000000001
SG,25,54.0,5,24.4,2.1,5.6,0.374,0.8,2.7,0.295,1.3,2.9,0.447,0.444,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1.0,0.4,1.1,2.2,5.8,2016,8.4,0.475,0.479,0.16699999999999998,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,-0.1,1.8,1.7,0.063,-3.0,1.4,-1.5,0.1,8.988765,1317.6
SG,26,55.0,2,14.8,2.2,4.4,0.504,0.3,0.9,0.38299999999999995,1.9,3.5,0.5329999999999999,0.541,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1.0,1.9,6.0,2016,11.9,0.586,0.19399999999999998,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2.0,0.11900000000000001,-3.1,0.4,-2.7,-0.2,0.525093,814.0
C,25,14.0,4,18.8,2.4,5.5,0.429,0.0,0.0,0.0,2.4,5.5,0.429,0.429,1.8,2.1,0.833,1.5,3.6,5.1,0.6,0.6,1.0,0.9,2.6,6.5,2016,13.9,0.504,0.0,0.39,8.8,22.2,15.4,5.1,1.7,4.3,11.7,17.3,0.2,0.3,0.4,0.079,-3.5,-0.8,-4.3,-0.2,0.947276,263.2
